id,shpcountry,rcvcountry
Estrella de Mar Tidepool,Puerto del Mar,Riodelsol
Norwegian King Crab Abalone,Lumaland,Sol y Oceana
Hohhot GmbH & Co. KG,Mawazam,Luminkind
-11620,NA,Oceanus
Barco de Plata NV Seafaring,Oceanus,Oceanus
Sudd Swamp   Pic Marine,Coralmarica,Oceanus
suō yú Line Manatee,Mawazam,Oceanus
-21842,NA,Oceanus
Caracola Azul Ltd Solutions,Vesperanda,Oceanus
Nagaland Sea Catch Delivery,Nalakond,Oceanus
-20465,NA,Oceanus
Jammu & Kashmir Sea  Sp,Marebak,NA
Saltwater Serenity Company Distribution,Puerto Sol,Oceanus
Italian  Barracuda Incorporated Consulting,Osterivaria,Sol y Oceana
Matshakala S.A. de C.V. Express,Isliandor,Oceanus
-507,NA,Oceanus
Andhra Pradesh   AB Freight ,Oceanus,Oceanus
Barents Sea Cod Company Marine biology,Nalakond,Oceanus
-112,NA,Oceanus
Mar del Golfo Ltd Industrial,Marebak,Oceanus
Great Ruaha River  Brothers,Alverossia,Oceanus
Diao yu bi sai  LC Cargo,Marebak,NA
Mediterranean s Oyj Export,Marebak,Oceanus
Mar de Cristalino Ges.m.b.H. Marine,Nordica Bay,Sol y Oceana
Himachal Pradesh   Corp Delivery,Marebak,Oceanus
Aqua Gourmet GmbH & Co. KG Forwading,Nalakond,Oceanus
Ancla del Mar Sp,Nalakond,Oceanus
Neptune's Harvest Ges.m.b.H. Distribution,Zawalinda,Sol y Oceana
Oceanfront Oasis Inc Carriers,Sol y Oceana,Oceanus
Rufiji River  Limited Liability Company Delivery,Puerto Sol,Oceanus
Sailors and Surfers Kga Overseas,Galdara,Oceanus
Blue Nile  ОАО Investment,Coralmarica,Oceanus
xiǎo lóng xiā Saltwater Company Solutions,Marebak,Oceanus
Black Sea Anchovy _ Co Transport,Coral Solis,Coralmarica
Uttarakhand   Tidepool Oyj International,Marebak,Marebak
Gulf of Tadjoura  Company,Utoporiana,Oceanus
Lake Kainji  - AS & Son's,Utoporiana,Kethilim
Scottish Lobster Corporation Consultants,Marebak,NA
Danish Shrimp NV Shipping,Nalakond,Oceanus
Uttar Pradesh s Company,Merigrad,Helixia
Dutch Herring Ferry NV Marine sanctuary,Puerto del Mar,Oceanus
Mar del Este GmbH,Marebak,Oceanus
-15038,NA,Oceanus
George Ltd. Liability Co Express,Marebak,NA
Spanish Mackerel Ltd. Liability Co Consultants,Calabrand,Oceanus
Caracola Marina SE Transportation,Marebak,NA
Madhya Pradesh  Market A/S,Alverossia,Oceanus
Dolphin Dreams Corp Brothers,Marebak,Coralmarica
Gujarat ers Incorporated Forwading,Alverossia,Oceanus
Danish Lobster Ltd. Corporation,Vesperanda,Oceanus
Baltic Sprat Seabass BV Worldwide,Marebak,Oceanus
Caracola del Sol Carriers,Anderia del Mar,Coralmarica
East GmbH & Co. KG,Puerto Sol,Puerto Sol
Chhattisgarh  Harbor AG Solutions,Puerto del Mar,Oceanus
Dutch Mussels & Son's,Marebak,Oceanus
Playa de Oro Limited Liability Company,Marebak,NA
Balkan Cat GmbH & Co. KG Distribution,Lumaland,Oceanus
OOO Ltd. Corporation Express,Marebak,Oceanus
TunaTime GmbH & Co. KG Export,Mawazam,Oceanus
Sparrman's bream AG Investment,Marebak,Oceanus
Lake Chad  LC Shipping,Marebak,Oceanus
Estrella de Coral LC,Faraluna,Valtalmo
7 Ltd. Liability Co Enterprises,Coralmarica,Coralmarica
Blue Ridge   OJSC Forwading,Zawalinda,Oceanus
Surf's Up  Pic Investment,Marebak,NA
SeaSplash S.A. de C.V. Brothers,Gavanovia,Oceanus
Isla Azul LLC United,Coralmarica,Oceanus
Mar del Oeste Inc,Coralmarica,Oceanus
Ancla del Mar Sandbar,Merigrad,Oceanus
Malawi Rift   SRL Express,Riodelsol,Coralada
-15650,NA,Oceanus
shí rén yú N.V.,Marebak,Sol y Oceana
SeaSolutions  and GmbH & Co. KG Carriers,Utoporiana,NA
Dutch Herring Industrial America,Nalakond,Oceanus
Lake Manyara   Ges.m.b.H. Freight ,Nalakond,Oceanus
-13235,NA,Oceanus
Himachal Pradesh  LC Express,Kondanovia,NA
Coastal Charm GmbH Brothers,Marebak,Oceanus
Irish Mackerel Tsunami LC Family,Vesperanda,NA
Haryana Sea  CJSC Line,Nalakond,Marifada
-1510,NA,Oceanus
Liumbwe - Ges.m.b.H. Line,Vesperanda,Oceanus
OceanFront Foods CJSC Express,Alverossia,Oceanus
hǎi mǎ Oceanography S.p.A. & Son's,Zawalinda,Oceanus
Selkie S.A. de C.V. Delivery,Marebak,NA
Kerala  Market Sp United,Faraluna,NA
Spanish Red Snapper SRL,Nalakond,Oceanus
Ronan Seafaring GmbH & Co. KG Import,Vesperand's Bay,Oceanus
Ancla del Este SRL,Puerto Sol,Puerto Sol
La gan  GmbH United,Marebak,Luminkind
Neptune's Bounty Ltd. Corporation,Vesperanda,Oceanus
Coral del Cielo Swordfish Oyj Shipping,Marebak,NA
Brynn GmbH & Co. KG Brothers,Vesperanda,Oceanus
Belgian Scallop N.V. Logistics,Merigrad,Oceanus
Yu xian  LLC Aqua,Utoporiana,NA
Playa Azul Ltd. Liability Co Forwading,Coralmarica,Coralmarica
AquaFresh Foods Sagl Marine ecology,Icarnia,Oceanus
Andaman  N.V. and Son's,Faraluna,NA
West Bengal  OJSC Nautical,Rio Isla,Oceanus
-4257,NA,Oceanus
Andhra Pradesh   OJSC Forwading,Kethilim,NA
French Sole AG Oceanography,Gavanovia,Oceanus
Big Sulphur  GmbH & Co. KG Carriers,Vesperanda,Lumakari
Casablanca Coast  CJSC Industrial,Playa Solis,Oceanus
-11078,NA,Oceanus
Marine Mates Plc Mudflat,Gavanovia,Oceanus
Aqua Adventures S.p.A. Freight ,Playa Solis,Oceanus
mán yú Manatee A/S Cargo,Marebak,Oceanus
Bahía del Sol LC Aquamarine,Zimawand,Luminkind
-19028,NA,Oceanus
Seashell Seekers Kga Transit,Marebak,Oceanus
Greek Octopus GmbH Express,Sirenareef,Luminkind
Sahel   Limited Liability Company,Oceanus,Oceanus
-20929,NA,Oceanus
-21923,NA,Oceanus
Océano del Este Pic &,Icarnia,Oceanus
Saltwater Sizzle GmbH & Co. KG International,Sirenareef,NA
Océano del Este Sp,Brindisolarix,Oceanus
-84,NA,Oceanus
Estrella de Mar N.V.,Korvelonia,Oceanus
Playa del Cielo Limited Liability Company,Kondanovia,Oceanus
Mar de la Felicidad BV,Mawazam,NA
Gulf of Guinea   Sagl Holdings,Sol y Oceana,Oceanus
-15655,NA,Oceanus
-15652,NA,Oceanus
Nautical Navigators Kga United,Zawalinda,Oceanus
Delhi ers Marine ecology,Coralada,Oceanus
Cape of Good Hope   SRL,Vesperanda,Oceanus
-1930,NA,Oceanus
-6897,NA,Oceanus
Atlantic Ocean Coast  N.V.,Islavaria,Oceanus
Seabirds Ltd. Liability Co,Marebak,NA
Green Valley S.A. de C.V. Caviar,Merigrad,Oceanus
-18034,NA,Oceanus
Isla del Mar Incorporated,Marebak,NA
Rift Valley fishery LC,Merigrad,Oceanus
Solutions Limited Liability Company,Nalakond,Luminkind
Liyu  Mussel AG Shipping,Vesperanda,Oceanus
Wave Watchers BV Leska,Marebak,Oceanus
-3074,NA,Oceanus
Caracola del Este Ltd,Lumindoria,Sol y Oceana
Seaside Summit A/S Seagull,Coral Solis,Oceanus
WaveCatcher Ltd Marine biology,Talandria,NA
-380,NA,Oceanus
Surf's Up s Sagl,Mawazam,Oceanus
Indian Ocean Harvesters Oyj,Merigrad,Oceanus
Olas del Mar Ltd. Corporation,Utoporiana,NA
xiǎo xiā Sagl Otter,Alverossia,Utoporiana
-7175,NA,Oceanus
Mar de la Felicidad GmbH,Merigrad,Oceanus
zhāng yú Transit Wave,Isliandor,NA
SwimFins Company Marine ecology,Isliandor,NA
Italian Sword Underwater Plc Enterprises,Marebak,Oceanus
River Gambia  Otter Corporation Marine,Marebak,Oceanus
Bahía del Este CJSC Enterprises,Osterivaria,Oceanus
-16251,NA,Oceanus
-1183,NA,Oceanus
SaltwaterSelections Seafood Limited Liability Company Marine life,Icarnia,Oceanus
Kong zhong diao yu  Ltd. Liability Co Family,Lumindoria,Oceanus
Lake Motoso  Jetty N.V. Brothers,Marebak,NA
-3276,NA,Oceanus
-9495,NA,Oceanus
Fisher Marine conservation CJSC Transportation,Puerto Sol,Sol y Oceana
Mar de la Luna Ltd. Liability Co Logistics,Marebak,Oceanus
-496,NA,Oceanus
-8655,NA,Oceanus
Olas del Mar Anchor Sp United,Faraluna,Oceanus
Mar de Plata Ltd. Liability Co Enterprises,Sol y Oceana,Coralmarica
Namib Desert  Sagl Worldwide,Mawazam,NA
Seaside Summit Pic Worldwide,Arvekalia,Coralmarica
Punjab s Limited Liability Company,Marebak,Oceanus
-2804,NA,Oceanus
Bahía del Sol LC,Marebak,Oceanus
Ancla del Mar A/S,Nalakond,Coralmarica
Faroe Islands Crab Pelican,Marebak,Oceanus
Arena Azul Shark LLC Marine life,Marebak,NA
-13491,NA,Oceanus
Northeast S.A. de C.V.,Isliandor,Oceanus
Neptune's Realm S.A. de C.V.,Marebak,Oceanus
Mar del Paraíso GmbH & Co. KG Shipping,Isliandor,Oceanus
Estrella de la Costa Co,Lumakari,Oceanus
Gulf of Guinea   ОАО Holdings,Lumindoria,Oceanus
Perla del Mar Hull NV Delivery,Alverossia,Oceanus
-5581,NA,Oceanus
Kagera River   GmbH Shipping,Marebak,Oceanus
Ancla Azul Ltd. Liability Co,Vesperanda,Coralmarica
Playa del Mar Company,Marebak,NA
The Salty Pearl AS,Icarnia,Oceanus
Lena  Marine biology Seaport,Konalika,Oceanus
Oceanfront Oasis Sashimi AB and Son's,Solovarossa,Solovarossa
Mar de la Vida S.A. de C.V.,Marebak,NA
hǎi dǎn AB & Son's,Arreciviento,Sol y Oceana
Océano del Este GmbH & Co. KG and Son's,Utoporiana,Utoporiana
Olas del Sur Corporation,Puerto del Mar,Oceanus
-3073,NA,Oceanus
TideTable SRL Marine sanctuary,Utoporiana,Utoporiana
Black Sea Anchovy NV,Osterivella,Oceanus
Kilimajaro Slopes   SRL Merchants,Coralmarica,Coralmarica
Cape of Good Hope   NV Forwading,Merigrad,Coralmarica
Jammu & Kashmir Sea  Sagl,Vesperanda,Oceanus
nián yú AS Marine ecology,Marebak,NA
-14093,NA,Oceanus
Tristen S.A. de C.V.,Puerto Sol,Oceanus
Ola del Este SRL Consultants,Brindivaria,Oceanus
-7699,NA,Oceanus
The Salty Dog AB,Puerto Sol,Oceanus
Ola del Este Corporation,Marebak,Oceanus
-20861,NA,Oceanus
Wave Watchers Chart GmbH Holdings,Faraluna,Puerto Sol
Neptune's Realm Pic Distribution,Faraluna,Quandarix
Seashell  S.A. de C.V.,NA,Oceanus
The Salted Pearl S.A. de C.V. Line,Jiraputra,Oceanus
Casablanca Coast  Corp Line,Zawalinda,Sol y Oceana
-1712,NA,Oceanus
Dutch Oyster Ges.m.b.H. Marine,Utoporiana,NA
Skeleton Coast  & Pic Marine sanctuary,Sol y Oceana,Oceanus
Pez Dorado Limited Liability Company,Nalakond,Oceanus
Coastal Castaway SRL Line,Polarisdom,Oceanus
Playa Blanca LC Solutions,Faraluna,NA
Náutica del Norte River AS Solutions,Rio Isla,NA
Meghalaya  Ltd. Liability Co Marine conservation,Lumindoria,Oceanus
Lake Victoria Nile    LC,Uziland,Oceanus
Dutch Mussels Pic Marine biology,Rio Isla,Oceanus
-1396,NA,Oceanus
Lake Nyasa  Plc Worldwide,Brindisola,Oceanus
Lake Tanganyika  S.A. de C.V. Barracuda,Helixia,Oceanus
Mar del Este SE,Oceanus,Coralmarica
Atlas Mountains  Incorporated Hijiki,Utoporiana,Sol y Oceana
-3958,NA,Oceanus
Senegal River  GmbH Import,Faraluna,Oceanus
Ola del Este Ltd. Liability Co,Nalakond,Oceanus
-3584,NA,Oceanus
Playa Azul Pic Services,Marebak,Oceanus
AG S.A. de C.V.,Isla Solmar,Oceanus
Mar del Golfo Ltd. Liability Co,NA,Oceanus
Mar y Viento Seafoam,Puerto Sol,Oceanus
Greek Mackerel SRL Tidal flat,Puerto Sol,NA
-20485,NA,Oceanus
Assam  Market A/S Transport,Marebak,NA
-10015,NA,Oceanus
Playa de la Luna LLC Seaside,Nalakond,Oceanus
Gvardeysk S.A. de C.V. Forwading,Utoporiana,Oceanus
Agua Ltd. Corporation Shipping,Sol y Oceana,Gavanovia
-3324,NA,Oceanus
Mar de Cristal Trout,Marebak,NA
-21768,NA,Oceanus
Cameroon Estuary  Tidal flat,Icarnia,Oceanus
Mar de Estrellas Marina SE Shipping,Marebak,Coralmarica
Odisha  Creek SRL Line,Sirenareef,Sirenareef
Limited Liability Company S.A. de C.V.,Utoporiana,Oceanus
Viento y Mar Sagl,Marebak,NA
Playa de Oro Corp Industrial,Marebak,NA
-5136,NA,Oceanus
Luangwa River   Incorporated Deep-sea,Marebak,Oceanus
Fresh Seabreeze Corp Services,Isliandor,Oceanus
Black Sea Anchovy Oyj Shipping,Alverossia,Konalika
Karnataka Sea  GmbH Family,Korvelonia,Oceanus
Caracola del Este N.V.,Zawalinda,Sirenareef
shí rén yú LLC,Marebak,Oceanus
biān yú Incorporated Delivery,Zawalinda,Oceanus
SilverStream OJSC Marine biology,Puerto Sol,Puerto Sol
Lake Nakuru  Corporation Investment,Lumindoria,Oceanus
AquaBlue Roe Oyj Express,Alverossia,Oceanus
Elara S.A. de C.V.,Polarinda,Coralmarica
Ola del Este Kga,Alverossia,Oceanus
Uttarakhand  Market GmbH & Co. KG Consulting,Puerto del Mar,Sol y Oceana
Northeast NV Marine ecology,Marebak,Oceanus
SilverScales Sagl Marine conservation,Puerto del Mar,Oceanus
-1463,NA,Oceanus
Irtysh  Sp Marine conservation,Kuzalanda,Oceanus
CoralCove S.A. de C.V. United,Sol y Novarossia,Oceanus
-9677,NA,Oceanus
-8830,NA,Oceanus
-16978,NA,Oceanus
Greek Octopus Salt spray,Ariuzima,Oceanus
Bu yu wang Co Line,Kondanovia,Oceanus
-14186,NA,Oceanus
hǎi tún AS Industrial,Isliandor,NA
Balkan  Inc Marine ecology,Coralmarica,Oceanus
-4310,NA,Oceanus
 Direct S.A. de C.V.,Marebak,Oceanus
suō yú Motorboat Sp International,Nalakond,Oceanus
Zanzibar Archipelago   Pic Freight ,Marebak,Oceanus
Yu lou  Incorporated Logistics,Marebak,Oceanus
Wave Watchers Plc Yacht,Osterivaro,Oceanus
Barents Sea Shrimp Ltd,Marebak,Oceanus
Arunachal Pradesh s Oyj,Valtalmo,Oceanus
Romero Ltd and Son's,Coralada,Oceanus
Costa del Viento Ltd,Islavaria,Oceanus
Kilwa Coast  Coast NV Delivery,Osterivaria,Oceanus
Kilwa Coast  CJSC Forwading,Kondanovia,Oceanus
Náutica del Sol Ltd. Liability Co Delivery,Oceanus,Coralmarica
-1727,NA,Oceanus
-7887,NA,Oceanus
Isla del Este Ltd,Riodelsol,Oceanus
Zanzibar Archipelago   OJSC Industrial,Marebak,Riodelsol
Surf and Sand LC Marine biology,Sol y Oceana,Oceanus
Flint GmbH & Co. KG Distribution,Vesperanda,Oceanus
Irish Scallop Limited Liability Company,Alverossia,Oceanus
Northeast and NV Freight ,Marebak,Oceanus
Coral Coast Plc Pelican,Puerto Sol,Oceanus
-19753,NA,Oceanus
Wave Warriors Manatee Plc Marine ecology,Marebak,Oceanus
-2411,NA,Oceanus
Coral Coast Freight  Flotsam,Marebak,NA
Bu yu wang S.A. de C.V. Cargo,Merigrad,Oceanus
OceanicHarvest Port Plc Enterprises,Rio Isla,Oceanus
Oceanic Outfitters SE Submarine,Mawazam,Oceanus
jīn qiāng yú Shipping,Rio Isla,NA
Bahía de Coral Logistics,Anderia del Mar,Oceanus
-7704,NA,Oceanus
Balkan Pike LC Line,Marebak,Oceanus
Océano del Este AS,Marebak,Oceanus
Angeline Tom yum Ltd. Corporation Transportation,Coralmarica,Oceanus
-12434,NA,Oceanus
-14465,NA,Oceanus
Flint Ltd and Son's,Andenovia,Oceanus
-14053,NA,Oceanus
Barco de Plata &,Lumindoria,Oceanus
-4915,NA,Oceanus
Tshimbua Krill Ges.m.b.H. Marine ecology,Marebak,NA
Ancla del Mar Ltd. Corporation Carriers,Jiraputra,NA
Orrs GmbH & Co. KG Transport,Faraluna,Faraluna
Sea Striders ОАО Tidal,Vesperanda,Oceanus
-16813,NA,Oceanus
Playa Blanca Limited Liability Company,Coralmarica,NA
Dry Creek AG Forwading,Icarnia,Oceanus
Caspian Sea   AG Line,Coralmarica,Oceanus
SilverScales Limited Liability Company,Marebak,Oceanus
-11722,NA,Oceanus
Water World Pic Delivery,Nalakond,Oceanus
Coral del Cielo Ltd. Liability Co,Marebak,Oceanus
Surf and Sea A/S Forwading,Marebak,Puerto Sol
OceanicDelights Flounder Corporation Marine life,Marebak,Oceanus
Diao yu bi sai  BV,Oceanus,Oceanus
Surfside  Limited Liability Company Marine ecology,Riodelsol,Puerto del Mar
shí rén yú Shipping Dry dock,Faraluna,Oceanus
-822,NA,Oceanus
Playa del Cielo Pic,Gavanovia,Oceanus
Arena de Coral Plc,Marebak,NA
Poseidon Seabass Sp Freight ,Marifada,NA
Lake Tana  Marine life,Anderia del Mar,Puerto Sol
Benton Lock Ltd. Corporation Shipping,Marebak,Oceanus
-13805,NA,Oceanus
-13808,NA,Oceanus
Adriatic Tuna Corp Transit,Coralmarica,Kuzalanda
Dutch Mussels S.p.A. Sea spray,Oceanus,Oceanus
-3676,NA,Oceanus
Faroe Islands Halibut Import,Vesperanda,Coralmarica
-17265,NA,Oceanus
Estrella de Mar Pic Distribution,Sol y Oceana,Icarnia
Playa del Sol Kga,Vesperanda,Thessalandia
Steven Pelican SE Shipping,Utoparadise,Oceanus
Doris Limited Liability Company Shipping,Kilivaria,Oceanus
SeaSelect Foods GmbH & Co. KG,Marebak,Oceanus
ОАО S.A. de C.V.,Vesperanda,Oceanus
-2421,NA,Oceanus
Costa del Mar Co Tidal flat,Alverossia,Oceanus
jīn qiāng yú Co Worldwide,Alverossia,Oceanus
Orrs Oyster  N.V. United,Kondanovia,Oceanus
Tripura  Market NV Marine,Zawalinda,Oceanus
Telangana  GmbH & Co. KG,Kondanovia,Oceanus
Adriatic Catch Marine life,Utoporiana,Nalakond
FinFresh Ltd. Corporation Consulting,Puerto Sol,Oceanus
Sea Harvest Marine life,Isliandor,Oceanus
Playa de la Luna BV Transportation,Marebak,NA
Mar de Cristalino A/S Freight ,Marebak,NA
Belgian Lobster Inc -,Arvekalia,NA
William Inc Marine sanctuary,Merigrad,Oceanus
Lake Nasser  Current LLC Carriers,Zawalinda,Oceanus
Albertine Rift  OJSC Transport,Korvelia,Oceanus
Vlei-tilapia Regatta S.A. de C.V. Solutions,Marebak,NA
-17526,NA,Oceanus
Blue Ridge   Co Yacht,Ariuzima,Oceanus
Nazhivka S.A. de C.V.,Helixia,Oceanus
Lake Rukwa  Merchants Navigation,Kondanovia,Oceanus
Playa de Arena Corp,Lumindoria,Oceanus
Kilimajaro Slopes   LC Transport,Puerto Sol,Oceanus
Noord GmbH Marine life,Marebak,Oceanus
SeaFarms  SE Marine conservation,Marebak,Oceanus
-21300,NA,Oceanus
Estrella del Mar Inc Holdings,Nalakond,Oceanus
Arunachal Pradesh s Holdings,Isliandor,NA
Faroe Islands  Sea A/S Investment,Coralmarica,Oceanus
Bahía Dorada Limited Liability Company Line,Kondanovia,Oceanus
Ancla Azul Marine conservation,Solovarossa,Oceanus
-4745,NA,Oceanus
Scottish Oysters Breakwater Kga Transit,Icarnia,Oceanus
Nile   Beach Pic Overseas,Kondanovia,Oceanus
East S.A. de C.V.,Marebak,Oceanus
Marine Magic Herring Incorporated Transit,Marebak,NA
-4402,NA,Oceanus
-2402,NA,Oceanus
-10984,NA,Oceanus
SeaSpray Sp Salt spray,Marebak,Oceanus
-11175,NA,Oceanus
Stichting Roe Ltd. Liability Co Marine,Alverossia,Oceanus
Mar del Paraíso ОАО,Helixia,Oceanus
Estrella del Mar AG &,Marebak,Oceanus
Estrella del Mar AB Import,Alverossia,Oceanus
-12958,NA,Oceanus
-2778,NA,Oceanus
-16282,NA,Oceanus
Italian Anchovy Sp Line,Marebak,NA
Mar del Caribe S.A. de C.V.,Utoporiana,Oceanus
zhāng yú Corp Transport,Kondarama,Oceanus
AG Ltd. Liability Co,Oceanus,Oceanus
Náutica del Norte Ges.m.b.H.,Calabrand,Oceanus
Znamensk LC Marine ecology,Marebak,Marebak
Mar de Estrellas Ltd. Liability Co Holdings,Valtalmo,Valtalmo
SaltwaterSatisfactions Shark BV Shipping,Vesperanda,Oceanus
-2451,NA,Oceanus
Mar del Norte Ges.m.b.H.,Isliandor,Oceanus
Anthony Limited Liability Company United,Helixia,Oceanus
Mar de Cristalino ОАО Transport,Mawazam,Oceanus
-8938,NA,Oceanus
Pez Dorado Dry dock Limited Liability Company Import,Kondanovia,Oceanus
Holdings S.A. de C.V.,Kondanovia,Oceanus
Norwegian Salmon GmbH & Co. KG,Nalakond,Oceanus
West Bengal   Surf CJSC Line,Nalakond,Oceanus
-10847,NA,Oceanus
Yu er he  AS,Nalakond,Nalakond
-11226,NA,Oceanus
-16337,NA,Oceanus
Mar de Cristal AB,Isliandor,Puerto Sol
Costa del Mar Navigation A/S Marine,Vesperanda,Oceanus
Blue Nile  Ges.m.b.H. International,Sol y Oceana,Oceanus
Jammu & Kashmir  Ges.m.b.H. Solutions,Arreciviento,Talandria
Bahía del Sol Inc,Marifada,Oceanus
Bay of Bengal's BV Import,Gavanovia,Gavanovia
-21453,NA,Riodelsol
Romero Ltd. Liability Co,Marebak,Oceanus
-12847,NA,Oceanus
Estrella de Mar AG,Osterivaria,Oceanus
-15474,NA,Oceanus
Estrella del Mar SRL,Mawazam,Oceanus
Mar de Plata Sp,Solovarossa,Oceanus
Dubingiai GmbH & Co. KG Brothers,Gavanovia,Gavanovia
Madhya Pradesh  Market AS,Riodelsol,Lumakari
Oranjestad Limited Liability Company,Thessalandia,Alverossia
David Limited Liability Company Worldwide,Marebak,Kuzalanda
Belgian Cod CJSC Express,Thessalandia,Oceanus
-991,NA,Oceanus
-15181,NA,Oceanus
Estrella del Sol Oyj,Puerto Sol,Oceanus
Coastal Castaway Wave Limited Liability Company Shipping,Puerto Sol,Sirenareef
The Sea Turtle GmbH & Co. KG Freight ,Oceanus,Oceanus
Playa de la Luna S.p.A.,Brindisola,Coralmarica
Mar de la Felicidad Sp,Thessalandia,Oceanus
-1734,NA,Oceanus
SeaFusion GmbH & Co. KG,Oceanus,Oceanus
Banded tilapia BV Forwading,Azurionix,Oceanus
Dnipro  Seafarer Corp Logistics,Nalakond,Oceanus
Dnipro  S.A. de C.V.,Thessalandia,Oceanus
Lake Kainji  ОАО Worldwide,Thessalandia,Thessalandia
-3714,NA,Oceanus
Gulf of Guinea   NV Transit,Marebak,Oceanus
xuě yú Laksa AG Marine,Coraland,Oceanus
Henties Bay  Roe Corporation Shipping,Icarnia,Oceanus
-19826,NA,Oceanus
AquaDelight Ltd. Liability Co Merchants,Talandria,Oceanus
-11949,NA,Oceanus
Norwegian Fjord  Ltd Consulting,Oceanus,Oceanus
-7317,NA,Oceanus
Olas del Mar Company,Thessalandia,Oceanus
-13567,NA,Oceanus
-1259,NA,Oceanus
Estrella de la Costa Kga Transportation,Brindivaria,Oceanus
Bay of Bengal's Corp,Osterivaria,Oceanus
Dutch Mussels S.A. de C.V. Seaport,Marebak,Marebak
Yu er he  GmbH,Mango del Oro,Zaloria
xiǎo lóng xiā N.V.,Brindivaria,Oceanus
Khundu Sextant Inc Solutions,Brindisola,Oceanus
-469,NA,Oceanus
Norwegian King Crab Ltd. Corporation,Marebak,Oceanus
Isla del Tesoro Sp,Faraluna,Thessalandia
Ola de la Costa Company Transport,Alverossia,Oceanus
-3951,NA,Oceanus
Maacama  Chart AG Marine ecology,Marebak,NA
-7303,NA,Oceanus
-6240,NA,Oceanus
Playa del Cielo and,Marebak,NA
Danish Shrimp Barracuda S.A. de C.V. and Son's,Nalakond,Oceanus
Faroe Islands Halibut AB Freight ,Mawazam,Gavanovia
Coastal Charm Ltd Worldwide,Coralmarica,Oceanus
-1714,NA,Oceanus
-2397,NA,Oceanus
Surf and Sand Aqua,Kondanovia,Oceanus
Baltic Catch OJSC Transport,Sol y Oceana,Oceanus
Lake Kivu   NV Solutions,Marifada,NA
Lake Mweru  Eel GmbH & Co. KG Logistics,Vesperanda,Lumakari
Sudd Swamp   CJSC Industrial,Coraland,Oceanus
Orange River   Ltd Logistics,Talandria,Talandria
Beachcomber's Bounty CJSC -,Kondanovia,Oceanus
-13141,NA,Oceanus
-2782,NA,Oceanus
Arunachal Pradesh s SE Marine conservation,Gavanovia,Oceanus
Makumba Marine life Charter Boat ,Lumindoria,Oceanus
Ancla Marina NV Transport,Alverossia,Oceanus
Saltwater Serenity S.A. de C.V.,Vesperanda,Oceanus
Olas del Sur AS Industrial,Nalakond,Oceanus
Seafarer's Club Ltd. Liability Co,Marifada,Oceanus
Océano del Este Incorporated,Osterivaria,Oceanus
Rufiji Delta  Transit Whale,Puerto Sol,Oceanus
Bay of Bengal's and,Alverossia,Oceanus
Adriatic Tuna CJSC Solutions,Nalakond,Oceanus
-5478,NA,Oceanus
Sea Breezes AS Industrial,Kondanovia,Oceanus
Sea Breeze Pic Marine,Icarnia,Oceanus
Rybachit ОАО Marine biology,Osterivaria,Oceanus
Lake Malawi  S.A. de C.V. Transport,Marebak,NA
-11587,NA,Oceanus
Turkish Salmon Limited Liability Company,Sol y Oceana,Oceanus
-17202,NA,Oceanus
Adriatic Mackerel Oyj Forwading,Marebak,Valtalmo
-7305,NA,Oceanus
OceanFront Delights Incorporated Freight ,Marebak,Oceanus
Tripura  Current Plc Marine sanctuary,Icarnia,Coralmarica
Tide Turners BV Brothers,Marebak,NA
Mar de Estrellas CJSC,Jiraputra,Alverossia
Deep Blue Sagl Logistics,Arreciviento,Arreciviento
Yu wo  AB River,Mawazam,Coralmarica
Saharan Coast  GmbH Import,Marebak,Coralmarica
David Dry dock GmbH Overseas,Marebak,NA
Cameroon Estuary  Sp Forwading,Kondanovia,Oceanus
Ancla del Este SE,Lumindoria,NA
Lake Nakuru  GmbH & Co. KG Import,Vesperanda,Oceanus
Mar y Viento SE and Son's,Kondanovia,Oceanus
Mar del Placer Limited Liability Company,Andenovia,Oceanus
Arena del Sol AS,Kondanovia,Oceanus
-21848,NA,Oceanus
Belgian Scallop Limited Liability Company Krill,Puerto Sol,Oceanus
-1039,NA,Oceanus
-1068,NA,Oceanus
SaltSea Corp and Son's,Marebak,Marebak
Playa de la Luna N.V.,NA,Oceanus
Liumbwe Coast S.A. de C.V. Logistics,Marebak,Coralmarica
Senegal Coast  Kga Freight ,Rio Isla,Coralmarica
Oka  Limited Liability Company,Puerto Sol,Puerto Sol
Belgian Scallop S.A. de C.V. Logistics,Alverossia,Oceanus
Viento y Mar LC,Nalakond,Oceanus
Delphinia Ltd. Liability Co,Marebak,NA
SeaFusion Tide Ges.m.b.H. Worldwide,Marebak,Oceanus
Mar del Golfo N.V.,Sol y Oceana,Oceanus
ReefR estaurant Corporation Tuna,Marebak,Oceanus
-561,NA,Oceanus
Aqua Aura and Kga Family,Coralmarica,Oceanus
Punjab Sea  S.A. de C.V.,Isliandor,Brindivaria
Belgian Lobster Oyj Services,Talandria,Talandria
Panope Ltd. Liability Co Line,Utoporiana,Oceanus
-14054,NA,Oceanus
Bu yu wang Motorboat,Kilivaria,Oceanus
-8129,NA,Oceanus
Mar del Este LC Consultants,Rio Isla,Oceanus
-7687,NA,Oceanus
North Atlantic  ОАО International,Lumindoria,Anderia del Mar
Irtysh  GmbH & Co. KG Services,Icarnia,Oceanus
