from,to,hscode,Year,weights
CoralCove Foods AG Marine conservation,AquaDelight N.V. Coral Reef,306170,2028,64
CoralCove Foods AG Marine conservation,AquaDelight N.V. Coral Reef,306170,2029,75
CoralCove Foods AG Marine conservation,AquaDelight N.V. Coral Reef,306170,2030,27
CoralCove Foods AG Marine conservation,AquaDelight N.V. Coral Reef,306170,2032,54
CoralCove Foods AG Marine conservation,AquaDelight N.V. Coral Reef,306170,2033,79
CoralCove Foods AG Marine conservation,AquaDelight N.V. Coral Reef,306170,2034,31
CoralCove Foods AG Marine conservation,Caracola del Este Ltd. Liability Co,306170,2031,28
CoralCove Foods AG Marine conservation,Mar del Este CJSC,306170,2030,32
CoralCove Foods AG Marine conservation,Mar del Este CJSC,306170,2031,41
CoralCove Foods AG Marine conservation,Mar del Este CJSC,306170,2032,38
CoralCove Foods AG Marine conservation,Mar del Este CJSC,306170,2033,47
CoralCove Foods AG Marine conservation,Punjab s Marine conservation,306170,2028,88
CoralCove Foods AG Marine conservation,Punjab s Marine conservation,306170,2029,32
CoralCove Foods AG Marine conservation,Punjab s Marine conservation,306170,2030,35
CoralCove Foods AG Marine conservation,Punjab s Marine conservation,306170,2032,23
CoralCove Foods AG Marine conservation,Punjab s Marine conservation,306170,2033,21
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,306170,2028,44
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,306170,2029,22
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,306170,2030,42
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,306170,2031,52
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,306170,2032,34
CoralCrest Limited Liability Company Seabass,Océano de Coral Corporation Marine conservation,306170,2030,27
Costa de Coral Marine biology SE Consulting,AquaDelight N.V. Coral Reef,306170,2034,27
Costa de Coral Marine biology SE Consulting,Assam  Market Incorporated Tanker,306170,2034,24
Costa de Coral Marine biology SE Consulting,Mar del Paraíso Corporation Logistics,306170,2031,44
Costa de Coral Marine biology SE Consulting,Mar del Paraíso Corporation Logistics,306170,2032,87
Costa de Coral Marine biology SE Consulting,Mar del Paraíso Corporation Logistics,306170,2033,88
Costa de Coral Marine biology SE Consulting,Mar del Paraíso Corporation Logistics,306170,2034,155
Costa del Mar Ges.m.b.H. Marine biology,AquaDelight N.V. Coral Reef,306170,2028,33
Costa del Mar Ges.m.b.H. Marine biology,AquaDelight N.V. Coral Reef,306170,2029,22
Costa del Mar Ges.m.b.H. Marine biology,AquaDelight N.V. Coral Reef,306170,2030,126
Costa del Mar Ges.m.b.H. Marine biology,AquaDelight N.V. Coral Reef,306170,2031,33
Costa del Mar Ges.m.b.H. Marine biology,AquaDelight N.V. Coral Reef,306170,2032,39
Costa del Mar Ges.m.b.H. Marine biology,AquaDelight N.V. Coral Reef,306170,2033,23
Costa del Mar Ges.m.b.H. Marine biology,SeaBass &  SE Tanker,306170,2029,74
Costa del Mar Ges.m.b.H. Marine biology,SeaBass &  SE Tanker,306170,2032,186
Costa del Viento A/S Freight ,-1468,306170,2030,25
Costa del Viento A/S Freight ,-5897,306170,2031,57
Costa del Viento A/S Freight ,-5897,306170,2032,47
Costa del Viento A/S Freight ,-5897,306170,2033,72
Costa del Viento A/S Freight ,-5897,306170,2034,61
Costa del Viento A/S Freight ,-747,306170,2029,27
Costa del Viento A/S Freight ,Caracola del Sol Services,306170,2032,67
Costa del Viento A/S Freight ,Lake Turkana  Charter Boat  NV Marine,306170,2029,27
Costa del Viento A/S Freight ,Lake Turkana  Charter Boat  NV Marine,306170,2032,24
Costa del Viento A/S Freight ,hǎi dǎn Corporation Wharf,306170,2028,73
Costa del Viento A/S Freight ,hǎi dǎn Corporation Wharf,306170,2033,35
Costa del Viento A/S Freight ,hǎi dǎn Corporation Wharf,306170,2034,49
Daniel Ferry N.V. Transit,-54,306170,2034,41
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,306170,2028,168
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,306170,2029,354
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,306170,2030,61
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,306170,2032,242
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,306170,2033,283
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,306170,2034,237
Daniel Ferry N.V. Transit,Caracola Azul Oyj &,306170,2029,27
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,306170,2030,43
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,306170,2031,75
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,306170,2032,197
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,306170,2033,75
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,306170,2034,67
Daniel Ferry N.V. Transit,Himachal Pradesh   ship Incorporated Solutions,306170,2034,21
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,306170,2029,50
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,306170,2030,75
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,306170,2031,83
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,306170,2032,107
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,306170,2033,149
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,306170,2034,187
Daniel Ferry N.V. Transit,Mar de la Vida LC,306170,2034,34
Daniel Ferry N.V. Transit,Mar del Este CJSC,306170,2031,48
Daniel Ferry N.V. Transit,Mar del Este CJSC,306170,2032,26
Daniel Ferry N.V. Transit,Mar del Este CJSC,306170,2033,29
Daniel Ferry N.V. Transit,Mar del Este CJSC,306170,2034,22
Daniel Ferry N.V. Transit,Mar del Placer Manatee,306170,2031,30
Daniel Ferry N.V. Transit,Mar del Placer Manatee,306170,2032,47
Daniel Ferry N.V. Transit,Olas del Sur Ltd,306170,2034,54
Daniel Ferry N.V. Transit,Pao gan SE Seal,306170,2032,45
Daniel Ferry N.V. Transit,Pao gan SE Seal,306170,2033,50
Daniel Ferry N.V. Transit,Pao gan SE Seal,306170,2034,77
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,306170,2033,30
Daniel Ferry N.V. Transit,TideTable Limited Liability Company Wave,306170,2032,21
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,306170,2029,23
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,306170,2030,21
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,306170,2032,21
Danish Plaice BV Investment,Pao gan SE Seal,306170,2028,93
Danish Plaice BV Investment,Pao gan SE Seal,306170,2029,95
Danish Plaice BV Investment,Pao gan SE Seal,306170,2030,89
Danish Plaice BV Investment,Pao gan SE Seal,306170,2031,166
Danish Plaice BV Investment,Pao gan SE Seal,306170,2032,213
Danish Plaice BV Investment,Pao gan SE Seal,306170,2033,338
Danish Plaice BV Investment,Pao gan SE Seal,306170,2034,416
Danish Plaice Ltd. Liability Co Logistics,AquaDelight N.V. Coral Reef,306170,2032,44
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,306170,2028,34
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,306170,2029,32
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,306170,2030,44
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,306170,2031,66
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,306170,2032,92
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,306170,2033,144
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,306170,2034,166
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,306170,2030,21
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,306170,2028,46
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,306170,2029,31
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,306170,2030,32
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,306170,2028,21
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,306170,2028,98
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,306170,2029,45
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,306170,2030,36
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,306170,2033,22
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,306170,2034,32
David Corporation Marine life,AquaDelight N.V. Coral Reef,306170,2034,37
David Corporation Marine life,Mar del Paraíso Corporation Logistics,306170,2034,27
David Corporation Marine life,Punjab s A/S Marine,306170,2034,35
David Corporation Marine life,Sahara  LLC Co Consultants,306170,2034,21
David Corporation Marine life,Selous Game Reserve  S.A. de C.V.,306170,2033,39
Dolphin Dreams AG Forwading,Caracola Azul Oyj &,306170,2030,63
Dolphin Dreams AG Forwading,Caracola Azul Oyj &,306170,2031,100
Dolphin Dreams AG Forwading,Caracola Azul Oyj &,306170,2032,34
Dolphin Dreams AG Forwading,Tripura  Pier N.V. Solutions,306170,2030,45
Donald Sp & Son's,Caracola del Sol Services,306170,2032,39
Donald Sp & Son's,Caracola del Sol Services,306170,2033,40
Donald Sp & Son's,Caracola del Sol Services,306170,2034,44
Donald Sp & Son's,Coastal Castaway Coast Corporation Worldwide,306170,2034,33
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,306170,2028,50
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,306170,2029,52
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,306170,2030,29
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,306170,2032,33
Donald Sp & Son's,hǎi dǎn Corporation Wharf,306170,2028,29
Dutch Bill  Marine mist NV Freight ,Pao gan SE Seal,306170,2028,24
Dutch Bill  Marine mist NV Freight ,Saltwater Surf Club Company,306170,2034,21
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,306170,2032,29
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,306170,2033,117
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,306170,2034,75
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,306170,2033,50
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,306170,2034,21
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,306170,2030,60
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,306170,2031,64
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,306170,2032,84
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,306170,2033,75
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,306170,2034,69
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,306170,2028,178
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,306170,2029,231
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,306170,2030,256
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,306170,2031,200
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,306170,2034,185
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,306170,2028,76
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,306170,2029,47
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,306170,2032,91
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,306170,2033,192
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,306170,2034,272
Edward Tsunami Ges.m.b.H. Family,AquaDelight N.V. Coral Reef,306170,2032,25
Edward Tsunami Ges.m.b.H. Family,AquaDelight N.V. Coral Reef,306170,2033,23
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,306170,2030,46
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,306170,2031,85
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,306170,2032,40
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,306170,2033,58
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,306170,2034,38
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,306170,2031,48
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,306170,2032,27
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,306170,2033,26
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,306170,2034,24
Edward Tsunami Ges.m.b.H. Family,Pao gan SE Seal,306170,2033,25
Edward Tsunami Ges.m.b.H. Family,Pao gan SE Seal,306170,2034,31
Edward Tsunami Ges.m.b.H. Family,Sea Breeze Corporation Marine sanctuary,306170,2034,32
Edward Tsunami Ges.m.b.H. Family,SeaBass &  SE Tanker,306170,2032,61
Edward Tsunami Ges.m.b.H. Family,Selous Game Reserve  S.A. de C.V.,306170,2030,40
Edward Tsunami Ges.m.b.H. Family,TideTable Limited Liability Company Wave,306170,2033,52
Edward Tsunami Ges.m.b.H. Family,TideTable Limited Liability Company Wave,306170,2034,46
Edward Tsunami Ges.m.b.H. Family,hǎi dǎn AG Express,306170,2030,33
Edward Tsunami Ges.m.b.H. Family,hǎi dǎn AG Express,306170,2031,43
Edward Tsunami Ges.m.b.H. Family,hǎi dǎn AG Express,306170,2032,26
Edward Tsunami Ges.m.b.H. Family,hǎi dǎn AG Express,306170,2034,36
Edward Tsunami Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2031,27
Edward Tsunami Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2032,35
Edward Tsunami Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2033,23
Estrella de Mar Pic Express,Lake Turkana  Charter Boat  NV Marine,306170,2030,22
Estrella de Mar Pic Express,hǎi dǎn Corporation Wharf,306170,2029,33
Estrella de la Costa SRL,AquaDelight N.V. Coral Reef,306170,2030,23
Estrella de la Costa SRL,AquaDelight N.V. Coral Reef,306170,2031,72
Estrella de la Costa SRL,AquaDelight N.V. Coral Reef,306170,2032,145
Estrella de la Costa SRL,AquaDelight N.V. Coral Reef,306170,2033,137
Estrella de la Costa SRL,AquaDelight N.V. Coral Reef,306170,2034,137
Estrella de la Costa SRL,SeaBass &  SE Tanker,306170,2032,183
Estrella del Mar Ges.m.b.H. Trawler,-416,306170,2033,37
Estrella del Mar Ges.m.b.H. Trawler,-416,306170,2034,41
Ethiopian Highlands  Incorporated Marine biology,AquaDelight N.V. Coral Reef,306170,2033,49
Ethiopian Highlands  Incorporated Marine biology,Caracola Azul Ltd. Corporation,306170,2029,23
Ethiopian Highlands  Incorporated Marine biology,Costa de la Felicidad Shipping,306170,2030,25
Ethiopian Highlands  Incorporated Marine biology,Costa de la Felicidad Shipping,306170,2032,21
Ethiopian Highlands  Incorporated Marine biology,Isla del Tesoro GmbH & Co. KG Chart,306170,2030,21
Ethiopian Highlands  Incorporated Marine biology,Isla del Tesoro GmbH & Co. KG Chart,306170,2033,27
Ethiopian Highlands  Incorporated Marine biology,Madagascar Coast  AG Freight ,306170,2031,22
Ethiopian Highlands  Incorporated Marine biology,Madagascar Coast  AG Freight ,306170,2033,34
Ethiopian Highlands  Incorporated Marine biology,Pao gan SE Seal,306170,2033,28
Ethiopian Highlands  Incorporated Marine biology,hǎi dǎn Corporation Wharf,306170,2031,36
Ethiopian Highlands  Incorporated Marine biology,hǎi dǎn Corporation Wharf,306170,2032,40
Ethiopian Highlands  Incorporated Marine biology,hǎi dǎn Corporation Wharf,306170,2033,66
Ethiopian Highlands  Incorporated Marine biology,hǎi dǎn Corporation Wharf,306170,2034,22
FinestTastes Marine GmbH & Co. KG Distribution,Belgian Shrimps - Company Brothers,306170,2029,29
FinestTastes Marine GmbH & Co. KG Distribution,hǎi dǎn Corporation Wharf,306170,2033,30
Finests  Salmon Ltd Marine ecology,Madagascar Coast  AG Freight ,306170,2031,46
Finests  Salmon Ltd Marine ecology,Saltwater Supreme Pelican Ltd Enterprises,306170,2028,24
Finests  Salmon Ltd Marine ecology,Saltwater Supreme Pelican Ltd Enterprises,306170,2029,28
Flint GmbH & Co. KG Distribution,Sailors and Surfers Incorporated Enterprises,306170,2033,21
Flint GmbH & Co. KG Distribution,The Sea Turtle GmbH & Co. KG,306170,2033,23
Flint GmbH & Co. KG Distribution,The Sea Turtle GmbH & Co. KG,306170,2034,50
French  Seabed S.p.A. Forwading,Arunachal Pradesh s Brine,306170,2029,87
French  Seabed S.p.A. Forwading,Arunachal Pradesh s Brine,306170,2030,98
French  Seabed S.p.A. Forwading,Arunachal Pradesh s Brine,306170,2031,49
French  Seabed S.p.A. Forwading,Arunachal Pradesh s Brine,306170,2033,43
French  Seabed S.p.A. Forwading,Caracola del Este Ltd. Liability Co,306170,2028,38
French  Seabed S.p.A. Forwading,Caracola del Este Ltd. Liability Co,306170,2029,55
French  Seabed S.p.A. Forwading,Caracola del Este Ltd. Liability Co,306170,2030,54
French  Seabed S.p.A. Forwading,Caracola del Este Ltd. Liability Co,306170,2031,30
French  Seabed S.p.A. Forwading,Caracola del Sol Services,306170,2031,21
French  Seabed S.p.A. Forwading,Costa de la Felicidad Shipping,306170,2030,28
French  Seabed S.p.A. Forwading,Himachal Pradesh  BV Holdings,306170,2030,23
French  Seabed S.p.A. Forwading,Lake Turkana  Charter Boat  NV Marine,306170,2031,26
French  Seabed S.p.A. Forwading,Mar del Este CJSC,306170,2029,21
French  Seabed S.p.A. Forwading,West Bengal   OJSC Transport,306170,2028,22
French  Seabed S.p.A. Forwading,hǎi dǎn Corporation Wharf,306170,2028,34
French  Seabed S.p.A. Forwading,hǎi dǎn Corporation Wharf,306170,2029,45
French  Seabed S.p.A. Forwading,hǎi dǎn Corporation Wharf,306170,2030,76
French  Seabed S.p.A. Forwading,hǎi dǎn Corporation Wharf,306170,2031,26
Gambia River   Co Brothers,Caracola del Sol Services,306170,2034,32
Gambia River   Co Brothers,Sea Breeze Corporation Marine sanctuary,306170,2034,41
George S.A. de C.V.,Pao gan SE Seal,306170,2032,24
Haryana Sea  Marine ecology,AquaDelight N.V. Coral Reef,306170,2029,31
Haryana Sea  Marine ecology,Belgian Shrimps Ocean Corp Holdings,306170,2034,43
Haryana Sea  Marine ecology,Pao gan LC Freight ,306170,2034,21
Haryana Sea  Marine ecology,Punjab s Marine conservation,306170,2029,23
Haryana Sea  Marine ecology,Punjab s Marine conservation,306170,2033,35
Haryana s Plc Transit,Tripura  Pier N.V. Solutions,306170,2028,117
Haryana s Plc Transit,Tripura  Pier N.V. Solutions,306170,2029,107
Haryana s Plc Transit,Tripura  Pier N.V. Solutions,306170,2030,115
Iphimedeia LC Dry dock,Madagascar Coast  AG Freight ,306170,2033,33
Irish Mackerel Ltd. Corporation,Caracola del Sol Services,306170,2034,81
Irish Mackerel Ltd. Corporation,Pao gan LC Freight ,306170,2033,30
Irish Mackerel Ltd. Corporation,Pao gan LC Freight ,306170,2034,37
Irish Mackerel Ltd. Corporation,SeaSelects Nori Corporation Express,306170,2034,46
Irish Scallop Corporation Transport,Himachal Pradesh  BV Holdings,306170,2028,67
Irish Scallop Corporation Transport,Himachal Pradesh  BV Holdings,306170,2029,22
Isla del Tesoro SE Transport,Orange River   Incorporated Shipping,306170,2033,23
Isla del Tesoro SE Transport,Pao gan LC Freight ,306170,2029,22
Isla del Tesoro SE Transport,Pao gan LC Freight ,306170,2030,25
Isla del Tesoro SE Transport,Pao gan LC Freight ,306170,2033,24
Isla del Tesoro SE Transport,Pao gan LC Freight ,306170,2034,21
Isla del Tesoro SE Transport,Pao gan SE Seal,306170,2033,22
Italian Sardines Ltd. Liability Co,-295,306170,2032,37
Italian Sardines Ltd. Liability Co,-295,306170,2034,59
Italian Sardines Ltd. Liability Co,3 Trawler Corp Distribution,306170,2030,22
Italian Sardines Ltd. Liability Co,3 Trawler Corp Distribution,306170,2032,41
Italian Sardines Ltd. Liability Co,AquaDelight N.V. Coral Reef,306170,2032,28
Italian Sardines Ltd. Liability Co,Caracola Azul Oyj &,306170,2030,22
Italian Sardines Ltd. Liability Co,Caracola Azul Oyj &,306170,2031,48
Italian Sardines Ltd. Liability Co,Caracola del Este Ltd. Liability Co,306170,2032,22
Italian Sardines Ltd. Liability Co,Dubingiai Ltd. Liability Co,306170,2028,22
Italian Sardines Ltd. Liability Co,Dubingiai Ltd. Liability Co,306170,2029,69
Italian Sardines Ltd. Liability Co,Dubingiai Ltd. Liability Co,306170,2030,41
Italian Sardines Ltd. Liability Co,Mar del Este CJSC,306170,2034,28
Italian Sardines Ltd. Liability Co,Océano de Coral Corporation Express,306170,2031,37
Italian Sardines Ltd. Liability Co,Océano de Coral Corporation Express,306170,2033,76
Italian Sardines Ltd. Liability Co,Océano de Coral Corporation Express,306170,2034,73
Italian Sardines Ltd. Liability Co,Sahara  LLC Co Consultants,306170,2029,23
Italian Sardines Ltd. Liability Co,Sahara  LLC Co Consultants,306170,2030,36
Italian Sardines Ltd. Liability Co,Sahara  LLC Co Consultants,306170,2031,72
Italian Sardines Ltd. Liability Co,Sahara  LLC Co Consultants,306170,2032,28
Italian Sardines Ltd. Liability Co,Sahara  LLC Co Consultants,306170,2033,39
Italian Sardines Ltd. Liability Co,Sahara  LLC Co Consultants,306170,2034,51
Italian Sardines Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,306170,2028,48
Italian Sardines Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,306170,2029,65
Italian Sardines Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,306170,2030,41
Italian Sardines Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,306170,2031,21
Italian Sardines Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,306170,2034,52
Italian Sardines Ltd. Liability Co,The Sea Turtle GmbH & Co. KG,306170,2034,71
Jammu & Kashmir  Company,Caracola del Sol Services,306170,2031,32
Jammu & Kashmir  Flotsam,Odisha  Tsunami Ltd. Liability Co Forwading,306170,2032,27
Jammu & Kashmir  Ges.m.b.H. Solutions,Adriatic Catch Ges.m.b.H. Marine biology,306170,2034,21
Jiangxi Seal Plc Distribution,Mar del Este CJSC,306170,2029,23
Kambala Limited Liability Company,Estrella de Mar Sagl,306170,2033,31
Lake Chad  Ltd. Corporation,Caracola del Sol Services,306170,2031,30
Lake Chad  Ltd. Corporation,Caracola del Sol Services,306170,2032,77
Lake Chad  Ltd. Corporation,Caracola del Sol Services,306170,2033,67
Lake Chad  Ltd. Corporation,Caracola del Sol Services,306170,2034,26
Lake Chad  Ltd. Corporation,The Sea Turtle GmbH & Co. KG,306170,2034,21
Lake Kivu   Corp Hijiki,Lake Victoria Nile    Corporation,306170,2031,27
Lake Kivu   S.A. de C.V.,Olas del Sur Ltd,306170,2032,42
Lake Tana  & Son's,Albertine Rift  Sagl Marine sanctuary,306170,2029,24
Lake Tana  & Son's,AquaDelight N.V. Coral Reef,306170,2028,93
Lake Tana  & Son's,AquaDelight N.V. Coral Reef,306170,2029,49
Lake Tana  & Son's,AquaDelight N.V. Coral Reef,306170,2032,40
Lake Tana  & Son's,AquaDelight N.V. Coral Reef,306170,2033,38
Lake Tana  & Son's,AquaDelight N.V. Coral Reef,306170,2034,48
Lake Tana  & Son's,Arena Azul Ltd. Corporation,306170,2029,24
Lake Tana  & Son's,Briny Import Marine sanctuary,306170,2034,39
Lake Tana  & Son's,Caracola Azul Ltd. Corporation,306170,2029,37
Lake Tana  & Son's,Caracola Azul Ltd. Corporation,306170,2031,22
Lake Tana  & Son's,Caracola Azul Ltd. Corporation,306170,2032,30
Lake Tana  & Son's,Caracola Azul Ltd. Corporation,306170,2033,26
Lake Tana  & Son's,Costa de la Felicidad Shipping,306170,2029,37
Lake Tana  & Son's,Costa de la Felicidad Shipping,306170,2030,88
Lake Tana  & Son's,Costa de la Felicidad Shipping,306170,2031,23
Lake Tana  & Son's,Costa de la Felicidad Shipping,306170,2032,25
Lake Tana  & Son's,Costa de la Felicidad Shipping,306170,2034,27
Lake Tana  & Son's,Great Ruaha River  GmbH,306170,2030,51
Lake Tana  & Son's,Great Ruaha River  GmbH,306170,2031,114
Lake Tana  & Son's,Great Ruaha River  GmbH,306170,2032,66
Lake Tana  & Son's,Great Ruaha River  GmbH,306170,2033,104
Lake Tana  & Son's,Great Ruaha River  GmbH,306170,2034,157
Lake Tana  & Son's,Isla del Tesoro GmbH & Co. KG Chart,306170,2029,33
Lake Tana  & Son's,Isla del Tesoro GmbH & Co. KG Chart,306170,2030,77
Lake Tana  & Son's,Isla del Tesoro GmbH & Co. KG Chart,306170,2031,93
Lake Tana  & Son's,Isla del Tesoro GmbH & Co. KG Chart,306170,2032,101
Lake Tana  & Son's,Isla del Tesoro GmbH & Co. KG Chart,306170,2033,78
Lake Tana  & Son's,Isla del Tesoro GmbH & Co. KG Chart,306170,2034,90
Lake Tana  & Son's,Kerala s S.A. de C.V.,306170,2032,41
Lake Tana  & Son's,Madagascar Coast  AG Freight ,306170,2028,48
Lake Tana  & Son's,Madagascar Coast  AG Freight ,306170,2029,35
Lake Tana  & Son's,Madagascar Coast  AG Freight ,306170,2030,27
Lake Tana  & Son's,Madagascar Coast  AG Freight ,306170,2031,45
Lake Tana  & Son's,Madagascar Coast  AG Freight ,306170,2032,76
Lake Tana  & Son's,Madagascar Coast  AG Freight ,306170,2033,99
Lake Tana  & Son's,Madagascar Coast  AG Freight ,306170,2034,123
Lake Tana  & Son's,Mar del Este CJSC,306170,2028,40
Lake Tana  & Son's,Mar del Este CJSC,306170,2029,23
Lake Tana  & Son's,Mar del Este CJSC,306170,2030,23
Lake Tana  & Son's,Mar del Este CJSC,306170,2032,70
Lake Tana  & Son's,Pao gan LC Freight ,306170,2032,46
Lake Tana  & Son's,Pao gan SE Seal,306170,2031,24
Lake Tana  & Son's,The Sea Turtle GmbH & Co. KG,306170,2031,24
Lake Tana  & Son's,Tripura  Pier N.V. Solutions,306170,2028,24
Lake Tana  & Son's,Tripura  Pier N.V. Solutions,306170,2029,46
Lake Tana  & Son's,hǎi dǎn Corporation Wharf,306170,2028,37
Lake Tana  & Son's,hǎi dǎn Corporation Wharf,306170,2033,21
Lake Victoria Catch  LLC,-6070,306170,2033,57
Lake Victoria Catch  LLC,-6070,306170,2034,48
Lake Victoria Catch  LLC,hǎi dǎn Corporation Wharf,306170,2031,58
Lake Victoria Catch  LLC,hǎi dǎn Corporation Wharf,306170,2032,103
Lake Victoria Catch  LLC,hǎi dǎn Corporation Wharf,306170,2033,67
Lake Victoria Catch  LLC,hǎi dǎn Corporation Wharf,306170,2034,28
Ltd. Corporation Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,306170,2028,71
Ltd. Corporation Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,306170,2029,31
Maacama  Limited Liability Company,Black Sea Tuna Snapper,306170,2032,21
Maacama  Limited Liability Company,Black Sea Tuna Snapper,306170,2033,23
Malabar Sea Catch Limited Liability Company Distribution,hǎi dǎn Corporation Wharf,306170,2030,33
Manipur  Market Corporation Cargo,Caracola del Este Ltd. Liability Co,306170,2032,64
Manipur  Market Corporation Cargo,Caracola del Este Ltd. Liability Co,306170,2033,72
Manipur  Market Corporation Cargo,Caracola del Este Ltd. Liability Co,306170,2034,61
Manipur  Market Corporation Cargo,Caracola del Sol Services,306170,2028,224
